time,player_name,player_role,skill,evaluation_code,start_zone,end_zone,end_subzone,set_number,team_id
2024-11-03,Douglas Souza,outside,Serve,-,6,6,B,3,SDC
2024-11-03,MATHEUS BISPO,middle,Serve,!,1,7,,3,VPL
2024-11-03,Lucas Saatkamp,middle,Serve,=,6,0,,3,SDC
2024-11-03,LUAN WEBER,opposite,Serve,=,1,0,,3,VPL
2024-11-03,Matheus Goncalves,setter,Serve,-,5,8,B,3,SDC
2024-11-03,YAGO DUTRA,outside,Serve,-,1,7,A,3,VPL
2024-11-03,Rodrigo Sousa,outside,Serve,-,1,6,B,3,SDC
2024-11-03,VINICÍUS HENRIQUE,middle,Serve,!,1,7,D,3,VPL
2024-11-03,VINICÍUS HENRIQUE,middle,Serve,=,1,0,,3,VPL
2024-11-03,Cledenilson Souza,middle,Serve,-,5,6,D,3,SDC
2024-11-03,NICO URIARTE,setter,Serve,-,1,6,D,3,VPL
2024-11-03,Wallace Da Souza,opposite,Serve,-,1,1,,3,SDC
2024-11-03,Wallace Da Souza,opposite,Serve,+,1,1,,3,SDC
2024-11-03,WILSON SILVA,outside,Serve,-,5,8,B,3,VPL
2024-11-03,Douglas Souza,outside,Serve,#,6,6,B,3,SDC
2024-11-03,Douglas Souza,outside,Serve,-,6,1,,3,SDC
2024-11-03,MATHEUS BISPO,middle,Serve,=,1,0,,3,VPL
2024-11-03,Lucas Saatkamp,middle,Serve,-,6,6,B,3,SDC
2024-11-03,LUAN WEBER,opposite,Serve,!,1,7,A,3,VPL
2024-11-03,Matheus Goncalves,setter,Serve,=,5,6,B,3,SDC
2024-11-03,YAGO DUTRA,outside,Serve,-,1,8,D,3,VPL
2024-11-03,YAGO DUTRA,outside,Serve,/,1,7,B,3,VPL
2024-11-03,YAGO DUTRA,outside,Serve,-,1,8,D,3,VPL
2024-11-03,Rodrigo Sousa,outside,Serve,=,1,0,,3,SDC
2024-11-03,VINICÍUS HENRIQUE,middle,Serve,-,1,7,,3,VPL
2024-11-03,VINICÍUS HENRIQUE,middle,Serve,-,1,7,D,3,VPL
2024-11-03,Cledenilson Souza,middle,Serve,!,5,6,B,3,SDC
2024-11-03,Cledenilson Souza,middle,Serve,-,5,6,D,3,SDC
2024-11-03,Cledenilson Souza,middle,Serve,-,5,8,D,3,SDC
2024-11-03,NICO URIARTE,setter,Serve,-,1,5,B,3,VPL
2024-11-03,Wallace Da Souza,opposite,Serve,-,1,9,,3,SDC
2024-11-03,Wallace Da Souza,opposite,Serve,-,1,9,,3,SDC
2024-11-03,WILSON SILVA,outside,Serve,=,5,0,,3,VPL
2024-11-03,Douglas Souza,outside,Serve,!,6,1,,3,SDC
2024-11-03,GUSTAVO CARDOSO,setter,Serve,+,1,9,A,3,VPL
2024-11-03,Lucas Saatkamp,middle,Serve,!,6,6,B,3,SDC
2024-11-03,LUAN WEBER,opposite,Serve,=,1,6,B,3,VPL
2024-11-03,Matheus Goncalves,setter,Serve,-,5,5,,3,SDC
2024-11-03,YAGO DUTRA,outside,Serve,!,1,4,,3,VPL
2024-11-03,YAGO DUTRA,outside,Serve,-,1,3,,3,VPL
2024-11-03,Rodrigo Sousa,outside,Serve,=,1,0,,3,SDC
2024-11-03,VINICIUS REIS,,Serve,-,5,6,B,3,VPL
2024-11-03,Cledenilson Souza,middle,Serve,=,5,0,,3,SDC
2024-11-03,NICO URIARTE,setter,Serve,=,1,5,A,3,VPL
2024-11-03,Wallace Da Souza,opposite,Serve,+,1,6,B,3,SDC
2024-11-03,WILSON SILVA,outside,Serve,=,5,1,D,3,VPL
2024-11-03,Douglas Souza,outside,Serve,+,6,1,B,3,SDC
2024-11-03,Douglas Souza,outside,Serve,-,6,1,,3,SDC
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,6,D,1,SDC
2024-11-10,Thiery Nascimento,middle,Serve,=,5,5,C,1,SES
2024-11-10,Otavio Rodrigues,middle,Serve,=,5,0,,1,SDC
2024-11-10,Darlan Souza,opposite,Serve,!,1,6,D,1,SES
2024-11-10,Darlan Souza,opposite,Serve,#,1,6,B,1,SES
2024-11-10,Darlan Souza,opposite,Serve,=,1,6,D,1,SES
2024-11-10,Wallace Da Souza,opposite,Serve,/,1,5,B,1,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,=,1,0,,1,SDC
2024-11-10,Guilherme Emina,outside,Serve,=,5,5,A,1,SES
2024-11-10,Douglas Souza,outside,Serve,-,6,1,,1,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,,1,SES
2024-11-10,Lucas Saatkamp,middle,Serve,+,6,6,B,1,SDC
2024-11-10,Mateus Bender,setter,Serve,-,1,8,D,1,SES
2024-11-10,Matheus Goncalves,setter,Serve,+,5,6,B,1,SDC
2024-11-10,Lukas Bergmann,outside,Serve,-,1,6,B,1,SES
2024-11-10,Lukas Bergmann,outside,Serve,!,1,5,C,1,SES
2024-11-10,Rodrigo Sousa,outside,Serve,-,1,6,B,1,SDC
2024-11-10,Thiery Nascimento,middle,Serve,-,5,5,B,1,SES
2024-11-10,Thiery Nascimento,middle,Serve,-,5,1,C,1,SES
2024-11-10,Thiery Nascimento,middle,Serve,+,5,1,C,1,SES
2024-11-10,Otavio Rodrigues,middle,Serve,!,5,6,D,1,SDC
2024-11-10,Darlan Souza,opposite,Serve,-,1,1,,1,SES
2024-11-10,Darlan Souza,opposite,Serve,=,1,1,D,1,SES
2024-11-10,Wallace Da Souza,opposite,Serve,+,1,1,,1,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,6,B,1,SES
2024-11-10,Douglas Souza,outside,Serve,-,6,6,B,1,SDC
2024-11-10,Douglas Souza,outside,Serve,-,6,1,C,1,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,8,D,1,SES
2024-11-10,Lucas Barreto,middle,Serve,-,5,8,D,1,SES
2024-11-10,Lucas Barreto,middle,Serve,-,5,8,D,1,SES
2024-11-10,Lucas Barreto,middle,Serve,/,5,6,D,1,SES
2024-11-10,Lucas Saatkamp,middle,Serve,!,6,5,B,1,SDC
2024-11-10,Mateus Bender,setter,Serve,-,1,1,,1,SES
2024-11-10,Matheus Goncalves,setter,Serve,=,5,6,D,1,SDC
2024-11-10,Lukas Bergmann,outside,Serve,!,1,6,D,1,SES
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,6,B,1,SDC
2024-11-10,Rodrigo Sousa,outside,Serve,-,1,1,,1,SDC
2024-11-10,Rodrigo Sousa,outside,Serve,-,1,1,,1,SDC
2024-11-10,Thiery Nascimento,middle,Serve,=,5,0,,1,SES
2024-11-10,Otavio Rodrigues,middle,Serve,-,5,6,D,1,SDC
2024-11-10,Darlan Souza,opposite,Serve,=,1,0,,1,SES
2024-11-10,Wallace Da Souza,opposite,Serve,-,1,6,B,1,SDC
2024-11-10,Guilherme Emina,outside,Serve,/,5,5,B,1,SES
2024-11-10,Mateus Bender,setter,Serve,-,1,7,,2,SES
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,6,D,2,SDC
2024-11-10,Lucas Saatkamp,middle,Serve,=,6,0,,2,SDC
2024-11-10,Lukas Bergmann,outside,Serve,=,1,6,B,2,SES
2024-11-10,Matheus Goncalves,setter,Serve,-,5,5,B,2,SDC
2024-11-10,Thiery Nascimento,middle,Serve,-,5,5,B,2,SES
2024-11-10,Rodrigo Sousa,outside,Serve,=,1,0,,2,SDC
2024-11-10,Darlan Souza,opposite,Serve,-,1,5,B,2,SES
2024-11-10,Darlan Souza,opposite,Serve,+,1,6,B,2,SES
2024-11-10,Otavio Rodrigues,middle,Serve,-,5,6,B,2,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,7,D,2,SES
2024-11-10,Guilherme Emina,outside,Serve,=,5,0,,2,SES
2024-11-10,Wallace Da Souza,opposite,Serve,/,1,1,C,2,SDC
2024-11-10,Lucas Barreto,middle,Serve,#,5,7,D,2,SES
2024-11-10,Lucas Barreto,middle,Serve,#,5,5,A,2,SES
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,A,2,SES
2024-11-10,Gabriel Vaccari,outside,Serve,-,5,5,B,2,SDC
2024-11-10,Mateus Bender,setter,Serve,=,1,1,D,2,SES
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,6,B,2,SDC
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,6,D,2,SDC
2024-11-10,Lukas Bergmann,outside,Serve,-,1,5,C,2,SES
2024-11-10,Matheus Goncalves,setter,Serve,=,5,6,B,2,SDC
2024-11-10,Thiery Nascimento,middle,Serve,!,5,1,B,2,SES
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,7,A,2,SDC
2024-11-10,Rodrigo Sousa,outside,Serve,-,1,6,B,2,SDC
2024-11-10,Darlan Souza,opposite,Serve,-,1,7,A,2,SES
2024-11-10,Otavio Rodrigues,middle,Serve,+,5,6,D,2,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,5,B,2,SES
2024-11-10,Wallace Da Souza,opposite,Serve,=,1,6,B,2,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,A,2,SES
2024-11-10,Gabriel Vaccari,outside,Serve,=,5,0,,2,SDC
2024-11-10,Mateus Bender,setter,Serve,-,1,7,A,2,SES
2024-11-10,Lucas Saatkamp,middle,Serve,=,6,0,,2,SDC
2024-11-10,Lukas Bergmann,outside,Serve,=,1,6,B,2,SES
2024-11-10,Matheus Goncalves,setter,Serve,-,5,7,C,2,SDC
2024-11-10,Thiery Nascimento,middle,Serve,!,5,1,C,2,SES
2024-11-10,Thiery Nascimento,middle,Serve,=,5,1,A,2,SES
2024-11-10,Rodrigo Sousa,outside,Serve,-,1,1,,2,SDC
2024-11-10,Darlan Souza,opposite,Serve,#,1,6,B,2,SES
2024-11-10,Darlan Souza,opposite,Serve,#,1,1,C,2,SES
2024-11-10,Darlan Souza,opposite,Serve,-,1,7,A,2,SES
2024-11-10,Otavio Rodrigues,middle,Serve,-,5,5,B,2,SDC
2024-11-10,Otavio Rodrigues,middle,Serve,-,5,5,B,2,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,5,C,2,SES
2024-11-10,Wallace Da Souza,opposite,Serve,+,1,7,D,2,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,A,2,SES
2024-11-10,Gabriel Vaccari,outside,Serve,!,5,8,B,2,SDC
2024-11-10,Gabriel Vaccari,outside,Serve,!,5,5,C,3,SDC
2024-11-10,Thiery Nascimento,middle,Serve,=,5,5,A,3,SES
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,5,B,3,SDC
2024-11-10,Darlan Souza,opposite,Serve,#,1,1,,3,SES
2024-11-10,Darlan Souza,opposite,Serve,=,1,6,B,3,SES
2024-11-10,Matheus Goncalves,setter,Serve,+,5,5,B,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,!,5,5,B,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,=,5,6,B,3,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,6,D,3,SES
2024-11-10,Rodrigo Sousa,outside,Serve,=,1,0,,3,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,A,3,SES
2024-11-10,Otavio Rodrigues,middle,Serve,-,5,5,B,3,SDC
2024-11-10,Mateus Bender,setter,Serve,!,1,7,A,3,SES
2024-11-10,Wallace Da Souza,opposite,Serve,-,1,6,B,3,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,#,1,6,B,3,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,-,1,1,B,3,SDC
2024-11-10,Lukas Bergmann,outside,Serve,+,1,5,B,3,SES
2024-11-10,Gabriel Vaccari,outside,Serve,=,5,0,,3,SDC
2024-11-10,Thiery Nascimento,middle,Serve,-,5,1,C,3,SES
2024-11-10,Thiery Nascimento,middle,Serve,-,5,1,C,3,SES
2024-11-10,Lucas Saatkamp,middle,Serve,!,6,1,C,3,SDC
2024-11-10,Darlan Souza,opposite,Serve,!,1,6,D,3,SES
2024-11-10,Matheus Goncalves,setter,Serve,!,5,5,B,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,!,5,8,D,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,-,5,5,C,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,-,5,6,D,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,-,5,5,B,3,SDC
2024-11-10,Guilherme Emina,outside,Serve,=,5,5,C,3,SES
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,6,D,3,SDC
2024-11-10,Lucas Barreto,middle,Serve,!,5,7,A,3,SES
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,A,3,SES
2024-11-10,Otavio Rodrigues,middle,Serve,=,5,5,C,3,SDC
2024-11-10,Mateus Bender,setter,Serve,+,1,7,D,3,SES
2024-11-10,Wallace Da Souza,opposite,Serve,+,1,1,,3,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,!,1,1,,3,SDC
2024-11-10,Lukas Bergmann,outside,Serve,-,1,8,B,3,SES
2024-11-10,Gabriel Vaccari,outside,Serve,-,5,5,B,3,SDC
2024-11-10,Thiery Nascimento,middle,Serve,=,5,0,,3,SES
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,6,D,3,SDC
2024-11-10,Darlan Souza,opposite,Serve,=,1,6,D,3,SES
2024-11-10,Matheus Goncalves,setter,Serve,-,5,7,A,3,SDC
2024-11-10,Matheus Goncalves,setter,Serve,/,5,7,A,3,SDC
2024-11-10,Mateus Bender,setter,Serve,-,1,6,B,4,SES
2024-11-10,Mateus Bender,setter,Serve,=,1,0,,4,SES
2024-11-10,Lucas Saatkamp,middle,Serve,#,6,6,B,4,SDC
2024-11-10,Lucas Saatkamp,middle,Serve,#,6,1,C,4,SDC
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,5,B,4,SDC
2024-11-10,Lukas Bergmann,outside,Serve,-,1,6,D,4,SES
2024-11-10,Lukas Bergmann,outside,Serve,-,1,5,,4,SES
2024-11-10,Lukas Bergmann,outside,Serve,-,1,5,B,4,SES
2024-11-10,Lukas Bergmann,outside,Serve,-,1,5,B,4,SES
2024-11-10,Lukas Bergmann,outside,Serve,!,1,5,B,4,SES
2024-11-10,Matheus Goncalves,setter,Serve,-,5,5,C,4,SDC
2024-11-10,Thiery Nascimento,middle,Serve,!,5,1,B,4,SES
2024-11-10,Thiery Nascimento,middle,Serve,!,5,5,B,4,SES
2024-11-10,Rodrigo Sousa,outside,Serve,-,1,6,B,4,SDC
2024-11-10,Darlan Souza,opposite,Serve,=,1,0,,4,SES
2024-11-10,Otavio Rodrigues,middle,Serve,+,1,5,B,4,SDC
2024-11-10,Otavio Rodrigues,middle,Serve,!,1,6,B,4,SDC
2024-11-10,Otavio Rodrigues,middle,Serve,+,1,6,D,4,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,6,D,4,SES
2024-11-10,Wallace Da Souza,opposite,Serve,!,1,7,A,4,SDC
2024-11-10,Lucas Barreto,middle,Serve,=,5,0,,4,SES
2024-11-10,Gabriel Vaccari,outside,Serve,#,5,6,D,4,SDC
2024-11-10,Gabriel Vaccari,outside,Serve,-,5,6,B,4,SDC
2024-11-10,Mateus Bender,setter,Serve,!,1,9,A,4,SES
2024-11-10,Lucas Saatkamp,middle,Serve,/,6,1,B,4,SDC
2024-11-10,Lucas Saatkamp,middle,Serve,=,6,0,,4,SDC
2024-11-10,Lukas Bergmann,outside,Serve,!,1,5,B,4,SES
2024-11-10,Lukas Bergmann,outside,Serve,#,1,6,D,4,SES
2024-11-10,Lukas Bergmann,outside,Serve,-,1,5,B,4,SES
2024-11-10,Matheus Goncalves,setter,Serve,-,5,5,,4,SDC
2024-11-10,Thiery Nascimento,middle,Serve,=,5,6,B,4,SES
2024-11-10,Rodrigo Sousa,outside,Serve,=,1,6,B,4,SDC
2024-11-10,Darlan Souza,opposite,Serve,-,1,7,A,4,SES
2024-11-10,Otavio Rodrigues,middle,Serve,-,1,5,B,4,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,5,,4,SES
2024-11-10,Wallace Da Souza,opposite,Serve,!,1,7,A,4,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,-,1,7,,4,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,+,1,5,,4,SDC
2024-11-10,Wallace Da Souza,opposite,Serve,-,1,6,B,4,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,A,4,SES
2024-11-10,Gabriel Vaccari,outside,Serve,-,5,6,D,4,SDC
2024-11-10,Mateus Bender,setter,Serve,!,1,9,D,4,SES
2024-11-10,Lucas Saatkamp,middle,Serve,!,6,1,,4,SDC
2024-11-10,Lukas Bergmann,outside,Serve,-,1,5,B,4,SES
2024-11-10,Matheus Goncalves,setter,Serve,-,5,5,,4,SDC
2024-11-10,Thiery Nascimento,middle,Serve,-,5,7,,4,SES
2024-11-10,Thiery Nascimento,middle,Serve,-,5,9,D,4,SES
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,6,B,4,SDC
2024-11-10,Gabriel Vaccari,outside,Serve,=,5,0,,5,SDC
2024-11-10,Lucas Barreto,middle,Serve,-,5,7,,5,SES
2024-11-10,Lucas Saatkamp,middle,Serve,-,6,5,B,5,SDC
2024-11-10,Mateus Bender,setter,Serve,+,1,8,D,5,SES
2024-11-10,Matheus Goncalves,setter,Serve,!,5,6,B,5,SDC
2024-11-10,Matheus Goncalves,setter,Serve,!,5,5,C,5,SDC
2024-11-10,Lukas Bergmann,outside,Serve,=,1,1,B,5,SES
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,8,B,5,SDC
2024-11-10,Rodrigo Sousa,outside,Serve,+,1,1,C,5,SDC
2024-11-10,Rodrigo Sousa,outside,Serve,=,1,0,,5,SDC
2024-11-10,Thiery Nascimento,middle,Serve,-,5,9,D,5,SES
2024-11-10,Otavio Rodrigues,middle,Serve,-,1,5,C,5,SDC
2024-11-10,Otavio Rodrigues,middle,Serve,!,1,6,B,5,SDC
2024-11-10,Darlan Souza,opposite,Serve,=,1,0,,5,SES
2024-11-10,Wallace Da Souza,opposite,Serve,-,1,6,B,5,SDC
2024-11-10,Guilherme Emina,outside,Serve,-,5,5,,5,SES
2024-11-10,Gabriel Vaccari,outside,Serve,-,5,5,,5,SDC
2024-11-10,Éder Carbonera,middle,Serve,-,1,1,,5,SES
2024-11-10,Lucas Saatkamp,middle,Serve,+,6,6,B,5,SDC
2024-11-10,Lucas Saatkamp,middle,Serve,+,6,6,B,5,SDC
2024-11-10,Mateus Bender,setter,Serve,-,1,8,B,5,SES
2024-11-10,Mateus Bender,setter,Serve,+,1,6,B,5,SES
2024-11-10,Mateus Bender,setter,Serve,-,1,8,B,5,SES
2024-11-10,Matheus Goncalves,setter,Serve,!,5,5,B,5,SDC
2024-11-10,Lukas Bergmann,outside,Serve,!,1,6,B,5,SES
2024-11-10,Rodrigo Sousa,outside,Serve,!,1,6,D,5,SDC
2024-11-10,Thiery Nascimento,middle,Serve,+,5,7,,5,SES
2024-11-10,Thiery Nascimento,middle,Serve,-,5,8,D,5,SES
2024-11-10,Thiery Nascimento,middle,Serve,-,5,7,A,5,SES
2024-11-10,Otavio Rodrigues,middle,Serve,!,1,5,B,5,SDC
2024-11-16,Hugo Hamacher,outside,Serve,=,5,0,,1,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,!,1,5,C,1,SDC
2024-11-16,Michel Saraiva,middle,Serve,-,5,6,B,1,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,#,1,5,C,1,SDC
2024-11-16,Wallace Da Souza,opposite,Serve,#,1,7,A,1,SDC
2024-11-16,Wallace Da Souza,opposite,Serve,!,1,6,B,1,SDC
2024-11-16,Rafael Araujo,opposite,Serve,=,5,0,,1,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,!,5,5,B,1,SDC
2024-11-16,Joao Noleto,outside,Serve,-,1,8,D,1,JVL
2024-11-16,Lucas Saatkamp,middle,Serve,=,6,1,D,1,SDC
2024-11-16,Thales Falcao,middle,Serve,-,6,7,A,1,JVL
2024-11-16,Thales Falcao,middle,Serve,-,1,8,D,1,JVL
2024-11-16,Matheus Goncalves,setter,Serve,-,5,6,B,1,SDC
2024-11-16,Rhendrick Rosa,setter,Serve,-,1,9,,1,JVL
2024-11-16,Rodrigo Sousa,outside,Serve,-,1,5,C,1,SDC
2024-11-16,Hugo Hamacher,outside,Serve,-,5,9,D,1,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,/,1,5,B,1,SDC
2024-11-16,Otavio Rodrigues,middle,Serve,!,1,6,D,1,SDC
2024-11-16,Michel Saraiva,middle,Serve,!,5,6,B,1,JVL
2024-11-16,Michel Saraiva,middle,Serve,=,5,6,D,1,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,-,1,6,D,1,SDC
2024-11-16,Wallace Da Souza,opposite,Serve,-,1,5,B,1,SDC
2024-11-16,Rafael Araujo,opposite,Serve,#,5,6,B,1,JVL
2024-11-16,Rafael Araujo,opposite,Serve,=,5,0,,1,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,/,5,5,B,1,SDC
2024-11-16,Joao Noleto,outside,Serve,-,1,6,D,1,JVL
2024-11-16,Lucas Saatkamp,middle,Serve,-,6,6,B,1,SDC
2024-11-16,Thales Falcao,middle,Serve,-,1,7,A,1,JVL
2024-11-16,Matheus Goncalves,setter,Serve,!,5,6,D,1,SDC
2024-11-16,Rhendrick Rosa,setter,Serve,-,1,9,D,1,JVL
2024-11-16,Rhendrick Rosa,setter,Serve,-,1,9,D,1,JVL
2024-11-16,Rodrigo Sousa,outside,Serve,!,1,6,D,1,SDC
2024-11-16,Rodrigo Sousa,outside,Serve,+,1,1,,1,SDC
2024-11-16,Rodrigo Sousa,outside,Serve,#,1,5,A,1,SDC
2024-11-16,Rodrigo Sousa,outside,Serve,+,1,9,C,1,SDC
2024-11-16,Rodrigo Sousa,outside,Serve,-,1,5,B,1,SDC
2024-11-16,Hugo Hamacher,outside,Serve,-,5,9,,1,JVL
2024-11-16,Hugo Hamacher,outside,Serve,!,5,9,D,1,JVL
2024-11-16,Hugo Hamacher,outside,Serve,+,5,9,A,1,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,+,1,5,C,1,SDC
2024-11-16,Michel Saraiva,middle,Serve,-,5,7,A,1,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,+,1,5,D,1,SDC
2024-11-16,Rafael Araujo,opposite,Serve,=,5,6,B,1,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,#,5,6,D,1,SDC
2024-11-16,Gabriel Vaccari,outside,Serve,=,5,0,,1,SDC
2024-11-16,Joao Noleto,outside,Serve,#,1,6,B,1,JVL
2024-11-16,Joao Noleto,outside,Serve,-,1,1,,1,JVL
2024-11-16,Rodrigo Sousa,outside,Serve,!,6,5,B,2,SDC
2024-11-16,Michel Saraiva,middle,Serve,#,5,5,C,2,JVL
2024-11-16,Michel Saraiva,middle,Serve,=,5,6,B,2,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,=,1,0,,2,SDC
2024-11-16,Rafael Araujo,opposite,Serve,-,5,5,,2,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,-,1,5,,2,SDC
2024-11-16,Joao Noleto,outside,Serve,!,1,6,D,2,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,-,5,8,B,2,SDC
2024-11-16,Gabriel Vaccari,outside,Serve,!,5,9,D,2,SDC
2024-11-16,Gabriel Vaccari,outside,Serve,!,5,5,B,2,SDC
2024-11-16,Thales Falcao,middle,Serve,-,1,8,B,2,JVL
2024-11-16,Lucas Saatkamp,middle,Serve,-,6,6,B,2,SDC
2024-11-16,Lucas Saatkamp,middle,Serve,!,6,6,B,2,SDC
2024-11-16,Lucas Saatkamp,middle,Serve,=,6,1,A,2,SDC
2024-11-16,Rhendrick Rosa,setter,Serve,=,1,0,,2,JVL
2024-11-16,Matheus Goncalves,setter,Serve,+,5,5,,2,SDC
2024-11-16,Matheus Goncalves,setter,Serve,=,5,0,,2,SDC
2024-11-16,Hugo Hamacher,outside,Serve,!,5,9,D,2,JVL
2024-11-16,Rodrigo Sousa,outside,Serve,#,1,5,C,2,SDC
2024-11-16,Rodrigo Sousa,outside,Serve,+,1,7,A,2,SDC
2024-11-16,Michel Saraiva,middle,Serve,-,5,6,B,2,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,+,1,5,B,2,SDC
2024-11-16,Kauan Jaques,opposite,Serve,/,1,5,B,2,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,=,1,5,A,2,SDC
2024-11-16,Joao Noleto,outside,Serve,+,1,6,D,2,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,-,5,6,B,2,SDC
2024-11-16,Gabriel Vaccari,outside,Serve,-,5,7,D,2,SDC
2024-11-16,Juan Pablo,setter,Serve,-,1,6,D,2,JVL
2024-11-16,Lucas Saatkamp,middle,Serve,=,6,1,D,2,SDC
2024-11-16,Rhendrick Rosa,setter,Serve,+,1,5,B,2,JVL
2024-11-16,Rhendrick Rosa,setter,Serve,=,1,5,D,2,JVL
2024-11-16,Matheus Goncalves,setter,Serve,-,5,8,B,2,SDC
2024-11-16,Hugo Hamacher,outside,Serve,-,5,8,D,2,JVL
2024-11-16,Rodrigo Sousa,outside,Serve,!,6,5,A,2,SDC
2024-11-16,Michel Saraiva,middle,Serve,=,5,0,,2,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,=,1,6,B,2,SDC
2024-11-16,Kauan Jaques,opposite,Serve,+,1,5,C,2,JVL
2024-11-16,Kauan Jaques,opposite,Serve,=,1,5,D,2,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,-,1,6,D,2,SDC
2024-11-16,Joao Noleto,outside,Serve,-,1,5,C,2,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,-,5,5,C,2,SDC
2024-11-16,Thales Falcao,middle,Serve,=,1,5,C,2,JVL
2024-11-16,Lucas Saatkamp,middle,Serve,!,6,6,D,2,SDC
2024-11-16,Lucas Saatkamp,middle,Serve,!,6,6,B,2,SDC
2024-11-16,Lucas Saatkamp,middle,Serve,!,6,6,B,2,SDC
2024-11-16,Rhendrick Rosa,setter,Serve,=,1,6,B,2,JVL
2024-11-16,Rhendrick Rosa,setter,Serve,-,1,7,,3,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,!,1,5,B,3,SDC
2024-11-16,Otavio Rodrigues,middle,Serve,=,1,0,,3,SDC
2024-11-16,Hugo Hamacher,outside,Serve,-,5,8,D,3,JVL
2024-11-16,Wallace Da Souza,opposite,Serve,!,1,5,C,3,SDC
2024-11-16,Michel Saraiva,middle,Serve,!,5,5,,3,JVL
2024-11-16,Gabriel Vaccari,outside,Serve,!,5,6,B,3,SDC
2024-11-16,Kauan Jaques,opposite,Serve,!,1,6,D,3,JVL
2024-11-16,Lucas Saatkamp,middle,Serve,-,6,4,,3,SDC
2024-11-16,Joao Noleto,outside,Serve,-,1,5,B,3,JVL
2024-11-16,Joao Noleto,outside,Serve,=,1,5,A,3,JVL
2024-11-16,Matheus Goncalves,setter,Serve,#,5,5,C,3,SDC
2024-11-16,Matheus Goncalves,setter,Serve,+,5,7,C,3,SDC
2024-11-16,Matheus Goncalves,setter,Serve,-,5,6,D,3,SDC
2024-11-16,Thales Falcao,middle,Serve,!,1,6,D,3,JVL
2024-11-16,Thales Falcao,middle,Serve,-,1,5,C,3,JVL
2024-11-16,Rodrigo Sousa,outside,Serve,!,1,6,B,3,SDC
2024-11-16,Rhendrick Rosa,setter,Serve,-,1,7,A,3,JVL
2024-11-16,Otavio Rodrigues,middle,Serve,!,1,5,C,3,SDC
2024-11-16,Hugo Hamacher,outside,Serve,-,5,8,D,3,JVL
